id,title,category,source,url,published,description
343b75836a8052d5,Lê Huỳnh: 'Vợ hy sinh thanh xuân cho tôi',Giải trí,VnExpress,https://vnexpress.net/le-huynh-vo-hy-sinh-thanh-xuan-cho-toi-4957790.html,2025-10-31T00:00:00+07:00,"<a href=""https://vnexpress.net/le-huynh-vo-hy-sinh-thanh-xuan-cho-toi-4957790.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/vo-chong-le-huynh-1-1761825108-3023-2874-1761826345.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=v40lauQHkYbAjEt4T1C5Kw"" /></a>Diễn viên Lê Huỳnh, 61 tuổi, nói biết ơn vợ - Mỹ Linh, 31 tuổi - vì luôn sát cánh suốt 10 năm qua, dành cả thanh xuân cho anh."
6b2abb214821d3ee,Con gái 10 tuổi của Hà Kiều Anh,Giải trí,VnExpress,https://vnexpress.net/con-gai-10-tuoi-cua-ha-kieu-anh-4957409.html,2025-10-31T20:42:23+07:00,"<a href=""https://vnexpress.net/con-gai-10-tuoi-cua-ha-kieu-anh-4957409.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/572471564-10163402015459901-9041228932849533423-n-1761809196-1761809203.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=jSyaLUkz_8qi-YzV63Gftg"" /></a>Con gái Hoa hậu Hà Kiều Anh, Viann, 10 tuổi, có năng khiếu bơi lội, vẽ, múa ballet, mơ ước trở thành doanh nhân."
4dee91effda28d65,10 phim kinh dị Hàn Quốc đặc sắc nhất,Giải trí,VnExpress,https://vnexpress.net/10-phim-kinh-di-han-quoc-dac-sac-nhat-4958142.html,2025-10-31T19:00:00+07:00,"<a href=""https://vnexpress.net/10-phim-kinh-di-han-quoc-dac-sac-nhat-4958142.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/31/train-to-busan-1-452f4bead0204-7906-6827-1761887714.png?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=NKeA-qx-DPuEz89-Wi4yng"" /></a>""Train to Busan"" nổi bật nhờ câu chuyện về tình người trong thảm họa zombie, thể hiện phong cách đặc trưng của điện ảnh Hàn."
15b3a4a9bde3e974,Sao quốc tế biến hóa đón Halloween,Giải trí,VnExpress,https://vnexpress.net/sao-quoc-te-bien-hoa-don-halloween-4958175.html,2025-10-31T16:45:35+07:00,"<a href=""https://vnexpress.net/sao-quoc-te-bien-hoa-don-halloween-4958175.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/31/lisa-trong-halloween-2025-1761901821-1761901835.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=6wjocRj9BbnFqsLQpmfOGg"" /></a>Lisa nhóm Blackpink hóa nàng Siren trong phim ""Love, Death + Robots"", gia đình Paris Hilton vào vai các nhân vật hoạt hình trong ""Toy Story"", dịp Halloween."
a404e391c121c108,Chiếu phim tài liệu về nỗi lòng người Việt xa xứ,Giải trí,VnExpress,https://vnexpress.net/chieu-phim-tai-lieu-ve-noi-long-nguoi-viet-xa-xu-4958180.html,2025-10-31T15:18:22+07:00,"<a href=""https://vnexpress.net/chieu-phim-tai-lieu-ve-noi-long-nguoi-viet-xa-xu-4958180.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/31/anh-top-kinofest-1761887654-17-3010-4528-1761887837.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=g76q9otxVjaH-WrKIISylw"" /></a>Ba phim tài liệu tái hiện nỗi lòng người Việt sống tại Đức, câu chuyện tìm về nguồn cội của họ, được chiếu tại LHP Đức - KinoFest 2025."
f955a03998bcb1f8,Hương Giang: 'Thi Miss Universe là phép màu với tôi',Giải trí,VnExpress,https://vnexpress.net/huong-giang-thi-miss-universe-la-phep-mau-voi-toi-4958032.html,2025-10-31T11:25:14+07:00,"<a href=""https://vnexpress.net/huong-giang-thi-miss-universe-la-phep-mau-voi-toi-4958032.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/31/HuongGiang2jpeg176188733871441-3210-3597-1761896095.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=9jglPAD2tOXUIjV-z-VzGg"" /></a>Người đẹp chuyển giới Hương Giang tin bản thân có màu sắc riêng, muốn cất tiếng nói về bình đẳng giới và cộng đồng LGBT ở Miss Universe 2025."
b9fb4fa2d85bddec,John Huy Trần dựng nhạc kịch cảm hứng từ Nàng tiên cá,Giải trí,VnExpress,https://vnexpress.net/john-huy-tran-dung-nhac-kich-cam-hung-tu-nang-tien-ca-4956267.html,2025-10-31T10:50:51+07:00,"<a href=""https://vnexpress.net/john-huy-tran-dung-nhac-kich-cam-hung-tu-nang-tien-ca-4956267.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/31/johnhuytran1jpeg17618828513344-5800-3125-1761882971.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=aQRb00315WZUBgvVPs6HNg"" /></a>Biên đạo John Huy Trần dàn dựng ""Once on This Island"", chuyển thể tiểu thuyết ""My Love, My Love"", lấy cảm hứng từ nhân vật Nàng tiên cá."
b2b8a85b6b52af27,'Khu tập thể' (kỳ 2): Thiên đường hàng thùng ở Kim Liên,Giải trí,VnExpress,https://vnexpress.net/khu-tap-the-ky-2-thien-duong-hang-thung-o-kim-lien-4957304.html,2025-10-31T10:18:30+07:00,"<a href=""https://vnexpress.net/khu-tap-the-ky-2-thien-duong-hang-thung-o-kim-lien-4957304.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/29/anh-mac-1761712151-1761712247-9863-1761712877.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=nriLlPEyA4zhcjT7s6oRpQ"" /></a>Thời bao cấp, dân chơi sẵn sàng chi từ hai đến bốn chỉ vàng mua chiếc quần bò Thái, còn nhiều người tìm mua đồ ""sida"" ở khu tập thể Kim Liên."
539488b3d26f8c44,Trang sức bạc được ưa chuộng,Giải trí,VnExpress,https://vnexpress.net/trang-suc-bac-duoc-ua-chuong-4957269.html,2025-10-31T10:17:08+07:00,"<a href=""https://vnexpress.net/trang-suc-bac-duoc-ua-chuong-4957269.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/31/trang-suc-bac-13-1761709916-1761883915-1761883924.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=nvAyFoMcgx_NjSrJx0-3lQ"" /></a>Trang sức bạc được nhiều người, nhất là giới trẻ, chọn với các xu hướng hot hình khối to bản, hình nơ, gắn đá tự nhiên."
783079ccc2a2bb86,Những em bé Hà Nội 50 năm trước,Giải trí,VnExpress,https://vnexpress.net/nhung-em-be-ha-noi-50-nam-truoc-4957302.html,2025-10-31T06:00:00+07:00,"<a href=""https://vnexpress.net/nhung-em-be-ha-noi-50-nam-truoc-4957302.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/31/hanoi-2-1761726782-1761726815-1761727743-1761868757-1761868788.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=Mwkt0Zu27rtouuzq4NTXoA"" /></a>Nhiếp ảnh gia Thomas Billhardt lưu giữ nét ngây thơ của trẻ em ở Hà Nội năm 1975 qua ống kính."
2409fd0d8beb9e5e,Diễn viên Đình Tú - Ngọc Huyền cưới,Giải trí,VnExpress,https://vnexpress.net/dien-vien-dinh-tu-ngoc-huyen-cuoi-4957671.html,2025-10-30T10:51:07+07:00,"<a href=""https://vnexpress.net/dien-vien-dinh-tu-ngoc-huyen-cuoi-4957671.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/ngochuyendinhtu176178912119781-7623-3392-1761805737.webp?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=GkqqSmTzk7bCZRiQFnbRLQ"" /></a>Diễn viên Đình Tú, 33 tuổi, và Ngọc Huyền, 28 tuổi, làm lễ ăn hỏi, vu quy sau thời gian yêu kín tiếng, sáng 30/10."
65ef98aada410c17,"Lý do rap Việt còn ca từ 'rác, tục'",Giải trí,VnExpress,https://vnexpress.net/ly-do-rap-viet-con-ca-tu-rac-tuc-4957527.html,2025-10-30T00:10:00+07:00,"<a href=""https://vnexpress.net/ly-do-rap-viet-con-ca-tu-rac-tuc-4957527.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/29/rap-vie-t-1761737610-176173762-1279-2863-1761737759.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=Fts_vbz83QOJnHHSvXUPXA"" /></a>Không ít bản rap trong nước đề cập chất cấm, tình dục do một số nghệ sĩ sao chép chưa chọn lọc phong cách nhạc Âu Mỹ - nơi bắt nguồn thể loại này."
d0c9024a987c5f14,Thời trang hẹn hò của Jessica Alba và tình trẻ,Giải trí,VnExpress,https://vnexpress.net/thoi-trang-hen-ho-cua-jessica-alba-va-tinh-tre-4957906.html,2025-10-30T20:00:10+07:00,"<a href=""https://vnexpress.net/thoi-trang-hen-ho-cua-jessica-alba-va-tinh-tre-4957906.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/thoi-trang-hen-ho-jessica-alba-1-1761816381.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=7Xlp1dMlurqmj62PHZT_Eg"" /></a>Jessica Alba, 44 tuổi, và mỹ nam ""Top Gun"" Danny Ramirez, 33 tuổi, được khen đẹp đôi trong những bộ cánh thanh lịch."
4407ebf947240224,'Nhớ mùa thu Hà Nội' trong âm nhạc Trịnh Công Sơn,Giải trí,VnExpress,https://vnexpress.net/nho-mua-thu-ha-noi-trong-am-nhac-trinh-cong-son-4957649.html,2025-10-30T15:30:51+07:00,"<a href=""https://vnexpress.net/nho-mua-thu-ha-noi-trong-am-nhac-trinh-cong-son-4957649.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/mu-a-thu-ha-no-i-1761805870-17-5125-9449-1761805932.png?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=pqPe-7QgqNJQDMyZCeVc_g"" /></a>""Cốm sữa vỉa hè"", ""bầy sâm cầm nhỏ vỗ cánh mặt trời"" trong ""Nhớ mùa thu Hà Nội"" của nhạc sĩ Trịnh Công Sơn là những hình ảnh biểu tượng, thân thương."
45b69999951d410f,Hội sách Frankfurt 2025 bàn về AI,Giải trí,VnExpress,https://vnexpress.net/hoi-sach-frankfurt-2025-ban-ve-ai-4957540.html,2025-10-30T14:22:44+07:00,"<a href=""https://vnexpress.net/hoi-sach-frankfurt-2025-ban-ve-ai-4957540.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/29/ehrengast-pavillion-2025-17617-3852-7375-1761753510.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=fawVHAjpoYzKD-IF8ekUAg"" /></a>Hội sách Frankfurt lần 77 tổ chức nhiều diễn đàn bàn luận về trí tuệ nhân tạo, khẳng định sức mạnh của văn chương trong kỷ nguyên số."
088645019500a639,Ảnh cưới của fashionista Tiên Nguyễn,Giải trí,VnExpress,https://vnexpress.net/anh-cuoi-cua-fashionista-tien-nguyen-4957733.html,2025-10-30T11:58:08+07:00,"<a href=""https://vnexpress.net/anh-cuoi-cua-fashionista-tien-nguyen-4957733.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/Anh-cuoi-cua-fashionista-Tien-Nguyen-20-1761793145.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=Fct34csvXXIOtWgOTdKJIA"" /></a>Fashionista Tiên Nguyễn chọn váy đa phong cách của các nhà mốt nổi tiếng khi chụp ảnh cưới ở London."
a50cea350528cf2b,Dàn 'Anh trai' hát gây quỹ vì người vùng lũ,Giải trí,VnExpress,https://vnexpress.net/dan-anh-trai-hat-gay-quy-vi-nguoi-vung-lu-4957641.html,2025-10-30T11:53:29+07:00,"<a href=""https://vnexpress.net/dan-anh-trai-hat-gay-quy-vi-nguoi-vung-lu-4957641.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/anhtraitop-1761792175-6437-1761793595.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=LNSinaTSqV2IwnBgxXd1pQ"" /></a>Dàn ""Anh trai vượt ngàn chông gai' biểu diễn các tiết mục kêu gọi khán giả, nhà hảo tâm đóng góp ủng hộ người vùng bão lũ."
b39e5a584f89948c,Brad Pitt 'gây sức ép cho Angelina Jolie',Giải trí,VnExpress,https://vnexpress.net/brad-pitt-gay-suc-ep-cho-angelina-jolie-4957644.html,2025-10-30T11:49:00+07:00,"<a href=""https://vnexpress.net/brad-pitt-gay-suc-ep-cho-angelina-jolie-4957644.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/brad-pitt-va-jolie-nam-2014-17-4099-6008-1761795665.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=fLwFmyDxsydgB-IoYD_R7g"" /></a>Brad Pitt tiếp tục buộc vợ cũ - Angelina Jolie - công khai email liên quan vụ tranh chấp điền trang ở Pháp, bác đề nghị bồi thường cho cô."
8ada1b7256b70055,Kiểu tóc 'sao trời lấp lánh' hot nhờ Lưu Diệc Phi,Giải trí,VnExpress,https://vnexpress.net/kieu-toc-sao-troi-lap-lanh-hot-nho-luu-diec-phi-4957648.html,2025-10-30T10:16:00+07:00,"<a href=""https://vnexpress.net/kieu-toc-sao-troi-lap-lanh-hot-nho-luu-diec-phi-4957648.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/top-phi-1761791114.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=4Zbh4YHJQ9OA3Eu1JsxE5w"" /></a>Nữ sinh, cô dâu chuộng kiểu tóc gắn hoa baby giống Lưu Diệc Phi vì toát vẻ mơ mộng, lãng mạn."
4b4d01ba7c8be16f,Giang Nhất Yến ly hôn,Giải trí,VnExpress,https://vnexpress.net/giang-nhat-yen-ly-hon-4957881.html,2025-10-30T15:43:01+07:00,"<a href=""https://vnexpress.net/giang-nhat-yen-ly-hon-4957881.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/yen-1761812034-1761812044-9256-1761812246.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=akFNxzq7Xx9SXcMRRjxdKQ"" /></a>Diễn viên Trung Quốc Giang Nhất Yến cho biết cảm thấy khó khăn khi chấm dứt hôn nhân, sự nghiệp không tiến triển."
f1cc9506243112ad,20 nhà mốt diễn ở Tuần thời trang Quốc tế Việt Nam,Giải trí,VnExpress,https://vnexpress.net/20-nha-mot-dien-o-tuan-thoi-trang-quoc-te-viet-nam-4957592.html,2025-10-30T09:16:30+07:00,"<a href=""https://vnexpress.net/20-nha-mot-dien-o-tuan-thoi-trang-quoc-te-viet-nam-4957592.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/30/tuanthoitrangquoctevietnam1-17-5693-7728-1761789099.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=tQN8sXurZf0722A3cO6lxg"" /></a>Chín nhà thiết kế quốc tế và 11 thương hiệu trong nước sẽ ra mắt bộ sưu tập Thu Đông ở Tuần lễ thời trang Quốc tế Việt Nam."
3bf11a3761027c65,Mở cổng bình chọn vòng chung kết Vietnam iContent Awards 2025,Giải trí,VnExpress,https://vnexpress.net/mo-cong-binh-chon-vong-chung-ket-vietnam-icontent-awards-2025-4953410.html,2025-10-30T15:15:00+07:00,"<a href=""https://vnexpress.net/mo-cong-binh-chon-vong-chung-ket-vietnam-icontent-awards-2025-4953410.html""><img src=""https://i1-vnexpress.vnecdn.net/2025/10/30/5b8cf5b4-859e-4bc5-bab4-3fce65-1273-2071-1761811776.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=WpzZrqozmN5LY46wYu1NPw"" /></a>Độc giả có thể bình chọn cho ứng viên yêu thích tại vòng chung kết giải Nhà sáng tạo nội dung số Việt Nam 2025, từ 15h ngày 30/10 đến hết 18/11."
8433160560664c8f,Jack xin lỗi,Giải trí,VnExpress,https://vnexpress.net/jack-xin-loi-4957566.html,2025-10-29T23:06:58+07:00,"<a href=""https://vnexpress.net/jack-xin-loi-4957566.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/29/Jack2-1761752783-6570-1761753431.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=dx1ujM2Kvf-AmOcd-jDJjA"" /></a>Ca sĩ Jack xin lỗi vì ""những ồn ào không mong muốn"", sau khi phần biểu diễn của anh tại một chương trình bị khán giả chỉ trích phản cảm, thô tục."
f1d5137e39bbbbe6,10 phim kinh dị dành cho mùa Halloween 2025,Giải trí,VnExpress,https://vnexpress.net/10-phim-kinh-di-danh-cho-mua-halloween-2025-4957330.html,2025-10-29T18:55:38+07:00,"<a href=""https://vnexpress.net/10-phim-kinh-di-danh-cho-mua-halloween-2025-4957330.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/29/the-shining-jpeg-1761734353-17-6388-2445-1761734602.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=FUIT-lT-9s6iNTGN1dI6WQ"" /></a>Phim ""The Shining"" - khai thác nỗi sợ bị cô lập - là tác phẩm kinh dị nên xem dịp Halloween, theo tạp chí Time Out."
b20a7186383a0036,Lê Tư cổ vũ Trương Bá Chi,Giải trí,VnExpress,https://vnexpress.net/le-tu-co-vu-truong-ba-chi-4957372.html,2025-10-29T15:40:42+07:00,"<a href=""https://vnexpress.net/le-tu-co-vu-truong-ba-chi-4957372.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/29/tu2-1761725263-3337-1761725903-8405-9311-1761734915.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=hSoJ9YrNVYLAEtX3tOpwgA"" /></a>Minh tinh Hong Kong Lê Tư tới phim trường khích lệ Trương Bá Chi hóa thân Triệu Mẫn ""Ỷ Thiên Đồ Long Ký"" - vai diễn nổi tiếng của cô."
b0a2c74423dbe39f,Hà Việt Dũng trưởng thành từ cơ cực,Giải trí,VnExpress,https://vnexpress.net/ha-viet-dung-truong-thanh-tu-co-cuc-4956424.html,2025-10-29T11:59:17+07:00,"<a href=""https://vnexpress.net/ha-viet-dung-truong-thanh-tu-co-cuc-4956424.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/28/ha-viet-dung-1761638092-176163-6285-5747-1761638343.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=XrydBX5v4qUuUwhQuGGkGQ"" /></a>Hà Việt Dũng, 38 tuổi, từng là bốc vác, phục vụ quán cà phê, làm người mẫu trước khi lấn sân phim ảnh, trở thành diễn viên tiềm năng."
a8aa4beef1bf040d,Fashionista Tiên Nguyễn sắp cưới,Giải trí,VnExpress,https://vnexpress.net/fashionista-tien-nguyen-sap-cuoi-4957177.html,2025-10-29T09:57:21+07:00,"<a href=""https://vnexpress.net/fashionista-tien-nguyen-sap-cuoi-4957177.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/29/TienNguyen1-1761705354-2308-1761705607.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=NkZc_2ZdgMbE1k6sqU1_uQ"" /></a>Tiên Nguyễn - con gái 28 tuổi của doanh nhân Johnathan Hạnh Nguyễn và cựu diễn viên Thủy Tiên - sẽ kết hôn với chồng người Dubai vào tháng 12."
6a4a8256d78ee3fe,Cuộc sống độc thân của Hồ Lệ Thu tại Mỹ,Giải trí,VnExpress,https://vnexpress.net/cuoc-song-doc-than-cua-ho-le-thu-tai-my-4956616.html,2025-10-29T00:00:00+07:00,"<a href=""https://vnexpress.net/cuoc-song-doc-than-cua-ho-le-thu-tai-my-4956616.html""><img src=""https://i1-giaitri.vnecdn.net/2025/10/28/lethu-1761637805-7210-1761640325.jpg?w=1200&amp;h=0&amp;q=100&amp;dpr=1&amp;fit=crop&amp;s=0kz9s85IB6VXGim1KRJx4Q"" /></a>Hồ Lệ Thu, 52 tuổi, cho biết miệt mài hát ở sân khấu hải ngoại và trong nước, tận hưởng cuộc sống độc thân sau nhiều đổ vỡ tình cảm."
